index,dms_origin,city_origin,state_origin,dms_dest,city_dest,state_dest,category,mode,total_ktons,total_ton_mile,total_m_dollar
349340,Memphis TN-MS-AR (TN Part),Memphis,Tennessee,New York NY-NJ-CT-PA (NY Part),New York,New York,Alcoholic beverages,Truck,0.6303,0.6967,0.0056
229267,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,El Paso TX-NM (TX Part),El Paso,Texas,Plastics/rubber,Multiple modes & mail,0.1078,0.27,0.9487
199824,Mississippi,none,Mississippi,Mississippi,none,Mississippi,Meat/seafood,Truck,488.57199999999995,8.9897,1141.0564
168747,Rest of MD,none,Maryland,Austin TX,Austin,Texas,Electronics,Truck,0.018000000000000002,0.027999999999999997,0.2483
186814,Rest of MI,none,Mississippi,Washington DC-VA-MD-WV (MD Part),Washington DC,Maryland,Plastics/rubber,Truck,0.23399999999999999,0.1806,3.0517
85903,Atlanta GA,Atlanta,Georgia,Milwaukee WI,Milwaukee,Wisconsin,Machinery,Multiple modes & mail,0.1371,0.1119,6.1756
237425,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Rest of CO,none,Colorado,Misc. mfg. prods.,Multiple modes & mail,0.0696,0.1233,3.0491
112943,Indianapolis IN,Indianapolis,Indiana,Los Angeles CA,Los Angeles,California,Motorized vehicles,Multiple modes & mail,0.0823,0.1832,15.91
345065,South Dakota,none,South Dakota,St. Louis MO-IL (IL Part),St. Louis,Illinois,Paper articles,Truck,8.7596,6.9678,15.0
372703,El Paso TX-NM (TX Part),El Paso,Texas,Mississippi,none,Mississippi,Electronics,Truck,10.7678,11.739,64.1156
261834,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Rest of AL,none,Alabama,Precision instruments,Truck,0.0404,0.025,0.2206
91053,Rest of GA,none,Georgia,Nashville TN,Nashville,Tennessee,Basic chemicals,Truck,10.237,2.7097,10.026
240309,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,San Antonio TX,San Antonio,Texas,Chemical prods.,Multiple modes & mail,0.1926,0.365,0.3311
242663,New Mexico,none,New Mexico,South Dakota,none,South Dakota,Electronics,Truck,0.024,0.0246,0.3308
357461,Rest of TN,none,Tennessee,Birmingham AL,Birmingham,Alabama,Furniture,Truck,0.732,0.1842,2.2880000000000003
142874,Louisville KY-IN (KY Part),Louisville,Kentucky,Iowa,none,Iowa,Other foodstuffs,Truck,10.936,7.2504,12.280999999999999
184980,Grand Rapids MI,Grand Rapids,Michigan,Salt Lake City UT,Salt Lake City,Utah,Wood prods.,Truck,0.3199,0.527,2.8282
219444,Rest of NE,none,Nebraska,Iowa,none,Iowa,Animal feed,Multiple modes & mail,67.542,32.3985,5.688
421416,Milwaukee WI,Milwaukee,Wisconsin,Rochester NY,Rochester,New York,Mixed freight,Multiple modes & mail,0.0263,0.0178,0.3211
401758,Washington DC-VA-MD-WV (VA Part),Washington DC,Virginia,Charleston SC,Charleston,South Carolina,Misc. mfg. prods.,Truck,0.142,0.0739,0.6598
176829,Rest of MA,none,Massachusetts,Vermont,none,Vermont,Precision instruments,Truck,3.3108,0.6583,40.928000000000004
332805,Boston MA-RI-NH-CT (RI Part),Boston,Rhode Island,Washington DC-VA-MD-WV (MD Part),Washington DC,Maryland,Pharmaceuticals,Truck,0.0002,0.0001,1.0692
166028,Washington DC-VA-MD-WV (MD Part),Washington DC,Maryland,San Antonio TX,San Antonio,Texas,Meat/seafood,Truck,1.9474,3.1948,3.995
217112,Omaha NE-IA (NE Part),Omaha,Nebraska,Rest of NE,none,Nebraska,Meat/seafood,Truck,35.688,6.3472,114.162
102160,Chicago IL-IN-WI (IL Part),Chicago,Illinois,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Misc. mfg. prods.,Air (include truck-air),0.0765,0.0537,1.1425
60319,Philadelphia PA-NJ-DE-MD (DE Part),Philadelphia,Delaware,Rest of FL,none,Florida,Furniture,Truck,1.3438,1.5817,4.6495
429902,Wyoming,none,Wyoming,New York NY-NJ-CT-PA (PA Part),New York,Pennsylvania,Mixed freight,Truck,0.0358,0.0703,0.0921
427337,Rest of WI,none,Wisconsin,Rest of SC,none,South Carolina,Machinery,Truck,3.0,3.9493,46.107
187693,Rest of MI,none,Mississippi,Rest of NY,none,New York,Articles-base metal,Truck,0.9098,0.7015,6.99
158077,Maine,none,Maine,Birmingham AL,Birmingham,Alabama,Other ag prods.,Multiple modes & mail,0.0001,0.0002,0.6519
415089,Rest of WA,none,Washington,Rest of TN,none,Tennessee,Motorized vehicles,Truck,0.0056,0.0132,0.0309
217105,Omaha NE-IA (NE Part),Omaha,Nebraska,Omaha NE-IA (NE Part),Omaha,Nebraska,Mixed freight,Truck,296.1811,4.87,691.8932
202476,Kansas City MO-KS (MO Part),Kansas City,Missouri,Chicago IL-IN-WI (IL Part),Chicago,Illinois,Coal-n.e.c.,Pipeline,130.4054,47.1578,28.772
319022,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Vermont,none,Vermont,Mixed freight,Truck,0.2369,0.1004,0.6102
315944,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Indianapolis IN,Indianapolis,Indiana,Precision instruments,Multiple modes & mail,0.0678,0.0525,23.085
372879,El Paso TX-NM (TX Part),El Paso,Texas,New Mexico,none,New Mexico,Machinery,Truck,15.289000000000001,4.1328,229.0
297563,Rest of OH,none,Ohio,Cleveland OH,Cleveland,Ohio,Printed prods.,Multiple modes & mail,0.2269,0.0193,2.9579
242712,New Mexico,none,New Mexico,Knoxville TN,Knoxville,Tennessee,Waste/scrap,Multiple modes & mail,0.3899,0.6288,1.0858
80956,Atlanta GA,Atlanta,Georgia,Mobile AL,Mobile,Alabama,Mixed freight,Truck,28.3895,10.5188,89.3975
428074,Rest of WI,none,Wisconsin,Washington DC-VA-MD-WV (VA Part),Washington DC,Virginia,Pharmaceuticals,Multiple modes & mail,0.0957,0.1026,0.7565
279137,Cincinnati OH-KY-IN (OH Part),Cincinnati,Ohio,Rest of CO,none,Colorado,Furniture,Multiple modes & mail,0.141,0.1753,1.0106
377348,Houston TX,Houston,Texas,Laredo TX,Laredo,Texas,Articles-base metal,Truck,71.0,26.9439,259.95
401325,Washington DC-VA-MD-WV (VA Part),Washington DC,Virginia,Rest of NY,none,New York,Printed prods.,Truck,0.1694,0.0867,0.6603
260149,Rest of NY,none,New York,Rochester NY,Rochester,New York,Gravel,Truck,280.36,31.9521,10.089
256416,Rochester NY,Rochester,New York,New York NY-NJ-CT-PA (NY Part),New York,New York,Plastics/rubber,Truck,1.8838,0.7140000000000001,13.0
334810,Charleston SC,Charleston,South Carolina,Los Angeles CA,Los Angeles,California,Motorized vehicles,Truck,0.0157,0.0389,0.0861
180610,Detroit MI,Detroit,Michigan,New York NY-NJ-CT-PA (PA Part),New York,Pennsylvania,Electronics,Truck,0.0474,0.0267,0.6522
49282,Rest of CO,none,Colorado,St. Louis MO-IL (MO Part),St. Louis,Missouri,Transport equip.,Truck,0.8194,0.9328,0.988
398212,Virginia Beach-Norfolk VA-NC (VA Part),Virginia Beach,Virginia,Baltimore MD,Baltimore,Maryland,Motorized vehicles,Multiple modes & mail,0.174,0.0464,5.8779
99154,Chicago IL-IN-WI (IL Part),Chicago,Illinois,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Electronics,Truck,1.0665,1.0559,16.864
253376,New York NY-NJ-CT-PA (NY Part),New York,New York,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Base metals,Truck,3.0151,1.1705,4.0557
21702,Los Angeles CA,Los Angeles,California,Alaska,none,Alaska,Printed prods.,Air (include truck-air),0.0198,0.0552,0.0118
38496,Fresno CA,Fresno,California,Arkansas,none,Arkansas,Motorized vehicles,Truck,0.3036,0.5612,0.8174
221802,Las Vegas NV-AZ (NV Part),Las Vegas,Nevada,Phoenix AZ,Phoenix,Arizona,Paper articles,Truck,7.9546,3.5678,11.917
253593,New York NY-NJ-CT-PA (NY Part),New York,New York,Greenville SC,Greenville,South Carolina,Misc. mfg. prods.,Truck,0.41100000000000003,0.3173,3.0959
133129,Wichita KS,Wichita,Kansas,Miami FL,Miami,Florida,Newsprint/paper,Multiple modes & mail,0.0001,0.0002,0.0875
78589,Rest of FL,none,Florida,Rest of IN,none,Indiana,Plastics/rubber,Multiple modes & mail,0.1547,0.1008,9.1379
37752,San Francisco CA,San Francisco,California,Laredo TX,Laredo,Texas,Electronics,Truck,2.0133,3.7679,148.1827
47830,Rest of CO,none,Colorado,Rest of AZ,none,Arizona,Plastics/rubber,Multiple modes & mail,0.0001,0.0,0.0721
127854,Iowa,none,Iowa,Knoxville TN,Knoxville,Tennessee,Mixed freight,Multiple modes & mail,0.0001,0.0001,0.1089
189857,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Hartford CT,Hartford,Connecticut,Milled grain prods.,Truck,0.2665,0.3617,1.6501
236378,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,El Paso TX-NM (TX Part),El Paso,Texas,Mixed freight,Truck,0.0294,0.0632,0.0756
260379,Rest of NY,none,New York,Rest of NC,none,North Carolina,Transport equip.,Multiple modes & mail,0.0,0.0,3.9995
196489,Rest of MN,none,Minnesota,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Machinery,Multiple modes & mail,0.1249,0.1505,0.2764
75323,Tampa FL,Tampa,Florida,Louisville KY-IN (KY Part),Louisville,Kentucky,Paper articles,Multiple modes & mail,0.2076,0.2073,1.0157
387414,Salt Lake City UT,Salt Lake City,Utah,Montana,none,Montana,Pharmaceuticals,Truck,2.9125,2.0491,111.0
202534,Kansas City MO-KS (MO Part),Kansas City,Missouri,St. Louis MO-IL (IL Part),St. Louis,Illinois,Machinery,Multiple modes & mail,0.09,0.0278,0.6475
324377,New York NY-NJ-CT-PA (PA Part),New York,Pennsylvania,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Other foodstuffs,Truck,0.2202,0.2797,0.6164
27035,Los Angeles CA,Los Angeles,California,Vermont,none,Vermont,Textiles/leather,Multiple modes & mail,0.1237,0.3767,4.6733
51233,Hartford CT,Hartford,Connecticut,San Diego CA,San Diego,California,Transport equip.,Multiple modes & mail,0.0845,0.2678,2.2292
415674,Rest of WA,none,Washington,Rest of WI,none,Wisconsin,Motorized vehicles,Truck,0.0142,0.0254,0.0779
17894,Arkansas,none,Arkansas,Los Angeles CA,Los Angeles,California,Misc. mfg. prods.,Truck,3.2137,5.4394,50.601000000000006
285502,Cleveland OH,Cleveland,Ohio,Buffalo NY  CFS Area,Buffalo,New York,Pharmaceuticals,Multiple modes & mail,0.504,0.1117,3.495
83284,Atlanta GA,Atlanta,Georgia,Mississippi,none,Mississippi,Basic chemicals,Multiple modes & mail,1.7528,0.5739,4.257
421423,Milwaukee WI,Milwaukee,Wisconsin,Rest of NY,none,New York,Pharmaceuticals,Multiple modes & mail,0.0001,0.0001,0.6996
308876,Portland OR-WA (OR Part),Portland,Oregon,Idaho,none,Idaho,Motorized vehicles,Air (include truck-air),0.0081,0.0041,8.5038
66531,Jacksonville FL-GA  CFS Area (FL Part),Jacksonville,Florida,Corpus Christi TX,Corpus Christi,Texas,Chemical prods.,Multiple modes & mail,0.1751,0.2217,0.3443
128546,Iowa,none,Iowa,West Virginia,none,West Virginia,Textiles/leather,Truck,0.2516,0.2224,34.772
117108,Fort Wayne IN,Fort Wayne,Indiana,Rest of GA,none,Georgia,Cereal grains,Rail,223.175,187.5897,48.758
45268,Denver CO,Denver,Colorado,Baton Rouge LA,Baton Rouge,Louisiana,Precision instruments,Multiple modes & mail,0.0433,0.0562,1.6728
380171,San Antonio TX,San Antonio,Texas,Rest of NC,none,North Carolina,Other foodstuffs,Truck,0.2412,0.3377,2.171
254957,Rochester NY,Rochester,New York,Hartford CT,Hartford,Connecticut,Articles-base metal,Multiple modes & mail,0.0715,0.0253,0.2595
84111,Atlanta GA,Atlanta,Georgia,Rest of NC,none,North Carolina,Gravel,Truck,10.187999999999999,4.2037,1.0766
141576,Cincinnati OH-KY-IN (KY Part),Cincinnati,Kentucky,Richmond VA,Richmond,Virginia,Misc. mfg. prods.,Truck,0.0077,0.0041,0.036000000000000004
29232,Sacramento CA,Sacramento,California,Rest of NY,none,New York,Other ag prods.,Truck,11.36,31.848000000000003,13.072000000000001
136215,Rest of KS,none,Kansas,Orlando FL,Orlando,Florida,Printed prods.,Multiple modes & mail,0.0703,0.09699999999999999,0.3554
131078,Kansas City MO-KS (KS Part),Kansas City,Kansas,Albany NY  CFS Area,Albany,New York,Transport equip.,Rail,4.8239,6.2121,5.0680000000000005
160314,Maine,none,Maine,Rest of SC,none,South Carolina,Other foodstuffs,Truck,0.9983,1.1583,2.0905
222569,Las Vegas NV-AZ (NV Part),Las Vegas,Nevada,Cincinnati OH-KY-IN (KY Part),Cincinnati,Kentucky,Electronics,Truck,0.0043,0.0087,0.0595
18888,Arkansas,none,Arkansas,Rest of KS,none,Kansas,Transport equip.,Rail,1.8122,0.9298,2.7710000000000004
207951,St. Louis MO-IL (MO Part),St. Louis,Missouri,Cincinnati OH-KY-IN (OH Part),Cincinnati,Ohio,Misc. mfg. prods.,Multiple modes & mail,0.7149,0.2921,7.731
66559,Jacksonville FL-GA  CFS Area (FL Part),Jacksonville,Florida,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Nonmetal min. prods.,Multiple modes & mail,0.1402,0.1648,0.1998
61525,Philadelphia PA-NJ-DE-MD (DE Part),Philadelphia,Delaware,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Nonmetal min. prods.,Truck,31.0,2.0088,5.949
34469,San Francisco CA,San Francisco,California,Rest of CT,none,Connecticut,Motorized vehicles,Multiple modes & mail,0.0003,0.001,0.6394
270785,Raleigh-Durham NC,Raleigh-Durham,North Carolina,Rest of MO,none,Missouri,Textiles/leather,Multiple modes & mail,0.0813,0.0814,0.7801
228075,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Mississippi,none,Mississippi,Precision instruments,Truck,0.056399,0.08169900000000001,0.87239
386330,Salt Lake City UT,Salt Lake City,Utah,Atlanta GA,Atlanta,Georgia,Precision instruments,Truck,0.0405,0.0775,1.1112
126196,Iowa,none,Iowa,Kansas City MO-KS (MO Part),Kansas City,Missouri,Meat/seafood,Truck,51.299,16.2418,186.614
244956,Albany NY  CFS Area,Albany,New York,New York NY-NJ-CT-PA (NY Part),New York,New York,Furniture,Multiple modes & mail,0.0015,0.0003,0.0863
275337,Rest of NC,none,North Carolina,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Misc. mfg. prods.,Multiple modes & mail,0.1845,0.0597,7.0583
28750,Sacramento CA,Sacramento,California,Detroit MI,Detroit,Michigan,Plastics/rubber,Multiple modes & mail,0.1852,0.4415,0.8696
203985,Kansas City MO-KS (MO Part),Kansas City,Missouri,Raleigh-Durham NC,Raleigh-Durham,North Carolina,Misc. mfg. prods.,Truck,0.2038,0.2249,2.0035
53450,Hartford CT,Hartford,Connecticut,Boston MA-RI-NH-CT (RI Part),Boston,Rhode Island,Milled grain prods.,Truck,0.9512,0.0767,5.0351
404658,Rest of VA,none,Virginia,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Other foodstuffs,Truck,59.0592,13.444,87.0438
183362,Grand Rapids MI,Grand Rapids,Michigan,Rest of MI,none,Mississippi,Newsprint/paper,Multiple modes & mail,0.5256,0.061,1.7397
313436,Rest of OR,none,Oregon,Rochester NY,Rochester,New York,Electronics,Truck,0.0735,0.1853,0.1569
243925,Albany NY  CFS Area,Albany,New York,Chicago IL-IN-WI (IL Part),Chicago,Illinois,Textiles/leather,Air (include truck-air),0.127,0.1053,0.2348
313109,Rest of OR,none,Oregon,St. Louis MO-IL (MO Part),St. Louis,Missouri,Misc. mfg. prods.,Multiple modes & mail,1.0,1.7829,8.7154
360395,Rest of TN,none,Tennessee,New York NY-NJ-CT-PA (PA Part),New York,Pennsylvania,Wood prods.,Truck,0.6035,0.5115,0.6838
407522,Seattle WA,Seattle,Washington,Rest of IL,none,Illinois,Mixed freight,Truck,0.3899,0.8722,1.0044
259452,Rest of NY,none,New York,Grand Rapids MI,Grand Rapids,Michigan,Transport equip.,Multiple modes & mail,0.0001,0.0001,0.485
308788,Portland OR-WA (OR Part),Portland,Oregon,Honolulu HI,Honolulu,Hawaii,Animal feed,Water,17.96,48.9086,7.2833
182488,Grand Rapids MI,Grand Rapids,Michigan,Rest of HI,none,Hawaii,Furniture,Multiple modes & mail,0.009000000000000001,0.0387,0.0365
372146,El Paso TX-NM (TX Part),El Paso,Texas,Sacramento CA,Sacramento,California,Mixed freight,Truck,0.1151,0.142,0.2964
419513,Milwaukee WI,Milwaukee,Wisconsin,Orlando FL,Orlando,Florida,Machinery,Truck,3.0,3.7985,86.93700000000001
85247,Atlanta GA,Atlanta,Georgia,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Plastics/rubber,Multiple modes & mail,24.721999999999998,21.7788,113.06299999999999
427047,Rest of WI,none,Wisconsin,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Meat/seafood,Truck,33.0,35.1951,155.0
168642,Rest of MD,none,Maryland,Rest of SC,none,South Carolina,Textiles/leather,Multiple modes & mail,0.0001,0.0001,0.03
415687,Rest of WA,none,Washington,Wyoming,none,Wyoming,Textiles/leather,Truck,0.1408,0.1301,0.2959
228039,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Rest of MN,none,Minnesota,Alcoholic beverages,Truck,0.7125,1.2083,1.0227
148663,Rest of KY,none,Kentucky,Charleston SC,Charleston,South Carolina,Electronics,Truck,0.0718,0.0507,0.9876
24288,Los Angeles CA,Los Angeles,California,Grand Rapids MI,Grand Rapids,Michigan,Base metals,Truck,0.228,0.5006,1.0011
199353,Mississippi,none,Mississippi,Rest of KY,none,Kentucky,Electronics,Truck,8.0082,3.5494,30.244
376495,Houston TX,Houston,Texas,Rest of OK,none,Oklahoma,Basic chemicals,Truck,23.0,9.422,92.42299999999999
417890,West Virginia,none,West Virginia,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Tobacco prods.,Truck,0.11599999999999999,0.0282,1.3617
107263,Rest of IL,none,Illinois,Maine,none,Maine,Misc. mfg. prods.,Multiple modes & mail,0.1465,0.1734,3.0272
100879,Chicago IL-IN-WI (IL Part),Chicago,Illinois,North Dakota,none,North Dakota,Machinery,Air (include truck-air),0.1534,0.1178,4.6983
273354,Rest of NC,none,North Carolina,Rest of GA,none,Georgia,Electronics,Truck,2.1142,1.065,20.5506
205068,Kansas City MO-KS (MO Part),Kansas City,Missouri,Seattle WA,Seattle,Washington,Electronics,Air (include truck-air),0.0942,0.1429,0.8633
58077,Rest of CT,none,Connecticut,Rest of CT,none,Connecticut,Alcoholic beverages,Truck,45.4972,0.5407,69.34
413928,Rest of WA,none,Washington,Grand Rapids MI,Grand Rapids,Michigan,Other ag prods.,Truck,4.9189,11.1661,11.386
413744,Rest of WA,none,Washington,Baton Rouge LA,Baton Rouge,Louisiana,Electronics,Truck,0.0004,0.0011,0.0057
93584,Rest of HI,none,Hawaii,Rest of OK,none,Oklahoma,Mixed freight,Multiple modes & mail,0.0065,0.0233,0.0168
251821,New York NY-NJ-CT-PA (NY Part),New York,New York,Detroit MI,Detroit,Michigan,Chemical prods.,Truck,2.7696,1.8369,41.972
283621,Cleveland OH,Cleveland,Ohio,Rest of FL,none,Florida,Pharmaceuticals,Truck,0.1674,0.1881,0.1196
71050,Orlando FL,Orlando,Florida,Rest of AZ,none,Arizona,Misc. mfg. prods.,Truck,0.0824,0.1741,0.3832
47768,Rest of CO,none,Colorado,Phoenix AZ,Phoenix,Arizona,Plastics/rubber,Truck,4.6004,4.3623,15.824000000000002
369417,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,St. Louis MO-IL (MO Part),St. Louis,Missouri,Textiles/leather,Multiple modes & mail,0.1102,0.0813,7.3509
21606,Los Angeles CA,Los Angeles,California,Birmingham AL,Birmingham,Alabama,Precision instruments,Multiple modes & mail,0.1663,0.3793,8.6189
13437,Tucson AZ,Tucson,Arizona,Denver CO,Denver,Colorado,Textiles/leather,Truck,0.0001,0.0001,0.0585
216869,Omaha NE-IA (NE Part),Omaha,Nebraska,Rest of MN,none,Minnesota,Motorized vehicles,Truck,0.006999999999999999,0.0033,0.0386
74614,Tampa FL,Tampa,Florida,Jacksonville FL-GA  CFS Area (FL Part),Jacksonville,Florida,Fertilizers,Truck,4.2952,0.7545,2.1497
198316,Mississippi,none,Mississippi,Arkansas,none,Arkansas,Waste/scrap,Water,95.64299999999999,32.3957,37.001999999999995
310467,Portland OR-WA (OR Part),Portland,Oregon,Dayton OH,Dayton,Ohio,Transport equip.,Multiple modes & mail,0.0923,0.2348,0.2893
137132,Rest of KS,none,Kansas,Rest of MI,none,Mississippi,Electronics,Multiple modes & mail,0.057,0.0569,7.103
260351,Rest of NY,none,New York,Raleigh-Durham NC,Raleigh-Durham,North Carolina,Mixed freight,Multiple modes & mail,0.0034,0.0024,0.5266
309590,Portland OR-WA (OR Part),Portland,Oregon,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Other foodstuffs,Truck,0.0518,0.094,0.2435
54552,New York NY-NJ-CT-PA (CT Part),New York,Connecticut,New York NY-NJ-CT-PA (CT Part),New York,Connecticut,Cereal grains,Truck,16.9434,0.2559,31.2486
31912,San Diego CA,San Diego,California,Kansas City MO-KS (MO Part),Kansas City,Missouri,Nonmetal min. prods.,Multiple modes & mail,0.0001,0.0002,0.0402
129019,Kansas City MO-KS (KS Part),Kansas City,Kansas,San Francisco CA,San Francisco,California,Meat/seafood,Multiple modes & mail,0.1122,0.214,0.3638
361030,Rest of TN,none,Tennessee,San Antonio TX,San Antonio,Texas,Electronics,Multiple modes & mail,0.1743,0.1654,7.364
86844,Savannah GA,Savannah,Georgia,Baltimore MD,Baltimore,Maryland,Misc. mfg. prods.,Truck,0.0561,0.0375,0.2606
378699,San Antonio TX,San Antonio,Texas,Sacramento CA,Sacramento,California,Articles-base metal,Multiple modes & mail,0.1955,0.366,0.2821
244375,Albany NY  CFS Area,Albany,New York,Rest of MA,none,Massachusetts,Machinery,Truck,1.7073,0.1739,2.2605
110489,Chicago IL-IN-WI (IN Part),Chicago,Indiana,St. Louis MO-IL (IL Part),St. Louis,Illinois,Base metals,Truck,41.0,11.1922,52.0
21991,Los Angeles CA,Los Angeles,California,Los Angeles CA,Los Angeles,California,Fuel oils,Water,649.049,25.1025,499.324
308980,Portland OR-WA (OR Part),Portland,Oregon,Rest of IL,none,Illinois,Misc. mfg. prods.,Multiple modes & mail,0.1473,0.3232,2.0
339515,Greenville SC,Greenville,South Carolina,Rest of OK,none,Oklahoma,Misc. mfg. prods.,Truck,0.0115,0.0131,0.0532
183550,Grand Rapids MI,Grand Rapids,Michigan,Rest of MO,none,Missouri,Plastics/rubber,Multiple modes & mail,0.1245,0.0608,10.669
276668,North Dakota,none,North Dakota,Rest of CO,none,Colorado,Furniture,Truck,0.3063,0.4208,1.2394
110202,Chicago IL-IN-WI (IN Part),Chicago,Indiana,Philadelphia PA-NJ-DE-MD (DE Part),Philadelphia,Delaware,Electronics,Multiple modes & mail,0.0001,0.0001,0.1513
316354,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Maine,none,Maine,Nonmetal min. prods.,Truck,0.0529,0.0351,0.0554
344618,South Dakota,none,South Dakota,San Diego CA,San Diego,California,Plastics/rubber,Multiple modes & mail,0.2082,0.375,0.9522
253286,New York NY-NJ-CT-PA (NY Part),New York,New York,Rest of OR,none,Oregon,Textiles/leather,Truck,1.7453,4.7843,169.699
188140,Rest of MI,none,Mississippi,Portland OR-WA (OR Part),Portland,Oregon,Newsprint/paper,Truck,0.4485,1.004,1.5259
233670,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Louisville KY-IN (KY Part),Louisville,Kentucky,Mixed freight,Multiple modes & mail,0.1659,0.1479,21.068
389001,Salt Lake City UT,Salt Lake City,Utah,Salt Lake City UT,Salt Lake City,Utah,Chemical prods.,Multiple modes & mail,0.2453,0.0089,5.6045
20929,Arkansas,none,Arkansas,Beaumont TX,Beaumont,Texas,Furniture,Truck,0.1221,0.0608,0.494
163559,Baltimore MD,Baltimore,Maryland,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Wood prods.,Multiple modes & mail,0.1714,0.2524,0.0003
342267,Rest of SC,none,South Carolina,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Machinery,Multiple modes & mail,0.0901,0.126,6.1159
265618,Greensboro--Winston-Salem--High Point NC,Greensboro,North Carolina,Phoenix AZ,Phoenix,Arizona,Machinery,Multiple modes & mail,0.036000000000000004,0.08199999999999999,0.4892
298068,Rest of OH,none,Ohio,New York NY-NJ-CT-PA (PA Part),New York,Pennsylvania,Electronics,Truck,0.2511,0.1308,1.1927
20599,Arkansas,none,Arkansas,Rest of PA,none,Pennsylvania,Textiles/leather,Multiple modes & mail,0.0902,0.084,1.1856
416801,West Virginia,none,West Virginia,Washington DC-VA-MD-WV (MD Part),Washington DC,Maryland,Textiles/leather,Truck,2.8668,1.1271,54.042
278403,North Dakota,none,North Dakota,San Antonio TX,San Antonio,Texas,Furniture,Truck,0.5656,1.0015,0.6263
152932,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Phoenix AZ,Phoenix,Arizona,Chemical prods.,Multiple modes & mail,0.0022,0.0034,0.0664
330702,Rest of PA,none,Pennsylvania,Nashville TN,Nashville,Tennessee,Nonmetal min. prods.,Multiple modes & mail,0.005,0.004,0.0059
345006,South Dakota,none,South Dakota,Idaho,none,Idaho,Paper articles,Truck,0.5482,0.6619,0.34
299604,Oklahoma City OK,Oklahoma City,Oklahoma,Tampa FL,Tampa,Florida,Plastics/rubber,Multiple modes & mail,0.0852,0.1275,0.2261
54961,New York NY-NJ-CT-PA (CT Part),New York,Connecticut,Rest of GA,none,Georgia,Basic chemicals,Multiple modes & mail,0.0001,0.0001,0.0053
261735,Rest of NY,none,New York,Wyoming,none,Wyoming,Electronics,Truck,0.0038,0.0074,0.0526
394346,Richmond VA,Richmond,Virginia,Rest of AL,none,Alabama,Milled grain prods.,Truck,2.9863,1.8794,4.5332
319303,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,West Virginia,none,West Virginia,Plastics/rubber,Multiple modes & mail,0.1445,0.0449,0.2701
88428,Rest of GA,none,Georgia,Rest of CO,none,Colorado,Furniture,Multiple modes & mail,0.0867,0.11800000000000001,0.8912
178024,Detroit MI,Detroit,Michigan,Savannah GA,Savannah,Georgia,Misc. mfg. prods.,Multiple modes & mail,0.0001,0.0001,0.0893
119964,Rest of IN,none,Indiana,San Diego CA,San Diego,California,Precision instruments,Air (include truck-air),0.1073,0.1904,2.734
370095,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Rest of NC,none,North Carolina,Base metals,Truck,0.9862,1.2725,5.092
307751,Rest of OK,none,Oklahoma,West Virginia,none,West Virginia,Nonmetal min. prods.,Truck,9.3816,8.9622,3.2035
260021,Rest of NY,none,New York,Buffalo NY  CFS Area,Buffalo,New York,Other ag prods.,Truck,0.0151,0.0026,0.0675
430323,Wyoming,none,Wyoming,West Virginia,none,West Virginia,Printed prods.,Multiple modes & mail,0.069,0.1151,0.1614
319429,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Wyoming,none,Wyoming,Machinery,Multiple modes & mail,0.9771,2.0554,14.0
